# r	g
0.07500000000000001	0.0
0.125	0.0
0.17500000000000002	0.0
0.225	0.0
0.275	0.0
0.325	0.0
0.375	0.0
0.42500000000000004	0.0
0.47500000000000003	0.0
0.525	0.0
0.5750000000000001	0.0
0.625	0.0
0.675	0.0
0.7250000000000001	0.0
0.775	0.0
0.8250000000000001	0.0
0.875	0.0
0.925	0.2752950366994946
0.9750000000000001	0.5223546850195538
1.0250000000000001	1.7390588903699782
1.075	1.65817243035277
1.125	2.0371832715762603
1.175	1.7337729970861788
1.225	1.4551309082687574
1.2750000000000001	2.1969623516998884
1.3250000000000002	1.1531226065526
1.375	0.9259923961710274
1.425	0.7148011479214949
1.475	1.381141201068651
1.5250000000000001	0.3339644707502066
1.5750000000000002	0.6467248481194476
1.625	0.6268256220234648
1.675	1.3682574212079361
1.725	0.5904879048047131
1.7750000000000001	1.0042452747206916
1.8250000000000002	0.9767317055502617
1.875	1.3581221810508404
1.925	0.9259923961710275
1.975	1.1604208508978697
2.025	0.37725616140301116
2.075	1.1044969544690568
2.125	1.0785087908344906
2.1750000000000003	1.0537154852980655
2.225	0.9155879872252856
2.275	0.559665733949522
2.325	1.8619416998277647
2.375	1.1794218940704664
2.4250000000000003	0.8400755759077361
2.475	0.8231043521520244
2.5250000000000004	1.0085065700872575
2.575	1.1867087018890838
2.625	0.7760698177433373
2.6750000000000003	0.7615638398415927
2.725	1.2148340610317148
2.7750000000000004	1.376475183497473
2.825	1.1718310854199727
2.875	1.1514514143691905
2.9250000000000003	1.3929458267188102
2.975	0.9415552935856665
3.0250000000000004	1.1785357769449438
3.075	0.9109356092414171
3.125	0.8963606394935546
3.1750000000000003	0.5614284606706228
3.225	1.4212906545880886
3.2750000000000004	0.6997957803124557
3.325	0.9956158846049391
3.375	0.6036098582448179
3.4250000000000003	0.8178472988079876
3.475	0.9526396593701937
3.5250000000000004	0.7946459569978319
3.575	0.7123018432084827
3.625	1.1942108833378076
3.6750000000000003	0.9700872721791716
3.725	0.8887041117614557
3.7750000000000004	1.1467587952581595
3.825	0.7988954006181413
3.875	1.445742966925088
3.9250000000000003	1.5570827553449123
3.975	0.5765613032763001
4.025	0.9489984184361461
4.075	1.249805688083595
4.125	0.7407939169368221
4.175	1.0368896891256416
4.2250000000000005	1.0246188052306633
4.275	0.9530681972286597
4.325	0.8242938093083133
4.375	1.1058994902842558
4.425	0.863213250667907
