# t-t0	Cv	<r^2>
-3.8746783559417963e-14	2.7383392957617496	0.0
0.009999999999960152	2.802891213161166	0.000282022685299526
0.01999999999995905	2.8278347515542044	0.0011542496747363176
0.02999999999995795	2.8170321822729774	0.0026393649764425388
0.03999999999995685	2.7726502779862785	0.004735540764853426
0.049999999999955747	2.6954418348873923	0.007416948129336032
0.059999999999954645	2.587237382833677	0.010638532919411803
0.06999999999995354	2.453446485998798	0.01434609245686112
0.07999999999995244	2.3016445430675705	0.01848710482177974
0.08999999999995134	2.135713580816729	0.023010688699455984
0.09999999999995024	1.9510715349983756	0.027851310432892
0.10999999999994914	1.7396894331222867	0.03291176672243387
0.11999999999994804	1.5077500337845482	0.038080347787221566
0.12999999999994694	1.2872148639776437	0.04330051987779977
0.13999999999994583	1.1121280649460832	0.048624081127465024
0.14999999999994473	0.9889974724524159	0.05416448200107662
0.15999999999994363	0.9034849191728753	0.06001454522242672
0.16999999999994253	0.8393504467616766	0.06621423103957907
0.17999999999994143	0.7863269919739367	0.07275511332792944
0.18999999999994033	0.7406796481074592	0.07959251250706348
0.19999999999993923	0.7035315729154975	0.08666674372539677
0.20999999999993813	0.676758372751343	0.09394064095807338
0.21999999999993702	0.6589768467584872	0.10143455782717949
0.22999999999993592	0.6464595244373047	0.10922364176655205
0.23999999999993482	0.6362838648110523	0.11739817316074604
0.24999999999993372	0.6272533016657516	0.1260273865945215
0.2599999999999326	0.6190092048330254	0.13514911300847873
0.2699999999999315	0.6115343614914767	0.1447761597015682
0.2799999999999304	0.6050312811380997	0.15490611838634774
0.2899999999999293	0.5999270163039517	0.16552859615962434
0.2999999999999282	0.5968104929110709	0.1766291914697211
0.3099999999999271	0.5961838835213767	0.1881919073935631
0.319999999999926	0.5981226569351087	0.200202767482086
0.3299999999999249	0.601992562368342	0.2126560425127925
0.3399999999999238	0.6064913410579296	0.2255603695644691
0.3499999999999227	0.610199205117612	0.23893997343364873
0.3599999999999216	0.6120522351486634	0.2528282820719852
0.3699999999999205	0.6115347801763381	0.26725722190557855
0.3799999999999194	0.6084824897390119	0.2822480570258469
0.3899999999999183	0.6027409635984164	0.2978058648675072
0.3999999999999172	0.5939010632749578	0.3139162763575675
0.4099999999999161	0.5811386629288596	0.3305419432099893
0.419999999999915	0.563064424887036	0.3476162973519746
0.4299999999999139	0.5377176105297452	0.3650326947874718
0.4399999999999128	0.5028054144656744	0.3826310026229869
0.4499999999999117	0.4563524246614501	0.40018905816809086
0.4599999999999106	0.39812774838731246	0.417436502647313
0.4699999999999095	0.33125645444339114	0.4341120709527674
0.4799999999999084	0.2621756066286454	0.45005522649725044
0.4899999999999073	0.19775544739430043	0.4652716282691182
0.4999999999999062	0.1417738509031588	0.47991307545367545
0.5099999999999052	0.0938872552744596	0.4941880920028991
0.5199999999999041	0.05123592476070583	0.5082694558827211
0.529999999999903	0.010937741449523681	0.5222467434264209
0.5399999999999019	-0.027716917508571942	0.5361345233130145
0.5499999999999008	-0.0622833565303992	0.549919286463249
0.5599999999998997	-0.08807298831846928	0.5636107159396614
0.5699999999998986	-0.10038567526329306	0.5772609247542266
0.5799999999998975	-0.09607621606348289	0.5909414534041854
0.5899999999998964	-0.07312611968544852	0.6047029302772363
0.5999999999998953	-0.030072620416995745	0.618548196661838
0.6099999999998942	0.03186483481303935	0.6324321299480974
0.6199999999998931	0.10591678824010745	0.6462932861948305
0.629999999999892	0.1845177948260016	0.660106356423932
0.6399999999998909	0.2698096393577149	0.6739100565237013
0.6499999999998898	0.37396704686246435	0.6877863355432267
0.6599999999998887	0.5057488094909496	0.7018130488870677
0.6699999999998876	0.6548280994691755	0.7160139714419926
0.6799999999998865	0.7912137224292225	0.730320513020328
0.6899999999998854	0.8842330486608261	0.744541531575231
0.6999999999998843	0.918840089537633	0.7583489581000545
0.7099999999998832	0.9022908071713707	0.7713613255749832
0.7199999999998821	0.8648625845398676	0.783401064886137
0.729999999999881	0.8354076364413516	0.794665512218544
0.7399999999998799	0.8197033166318942	0.8055325974878953
0.7499999999998788	0.8110427269680028	0.8163123157169637
0.7599999999998777	0.8038352171479329	0.827182436525383
0.7699999999998766	0.7974115107404603	0.8382007647826779
0.7799999999998755	0.7954738235419306	0.8492993535055963
0.7899999999998744	0.801995480088623	0.8602591066831508
0.7999999999998733	0.8128793237885904	0.8707308794337688
0.8099999999998722	0.8148230914293048	0.8803979675135857
0.819999999999871	0.7999669029897452	0.889206911860841
0.82999999999987	0.772058350162935	0.8973836997856199
0.8399999999998689	0.737785270327026	0.9052177552226841
0.8499999999998678	0.702125192109655	0.9129033250989843
0.8599999999998666	0.6689495604873653	0.9205377742575647
0.8699999999998655	0.6413110425405165	0.9281738239783064
0.8799999999998644	0.6206791910956858	0.9358445909126832
0.8899999999998633	0.6063566512556559	0.9435603456321914
0.8999999999998622	0.59572738946536	0.951310715032025
0.9099999999998611	0.5852409075635956	0.9590903157712312
0.91999999999986	0.5722815102909364	0.9669305403534545
0.9299999999998589	0.5566543243493303	0.974906984991109
