# t	u	ec	e
3.140000000002202	-2.251429753489538	0.8282379088953963	-1.423191844594142
3.1450000000022125	-2.234142499835559	0.8109506294296692	-1.42319187040589
3.150000000002223	-2.221080116500916	0.7978882175391511	-1.4231918989617653
3.1550000000022336	-2.212024780910463	0.7888328825713288	-1.4231918983391345
3.160000000002244	-2.2064682722713784	0.7832763625513465	-1.4231919097200318
3.1650000000022547	-2.2042575349665565	0.7810656291743351	-1.4231919057922213
3.1700000000022652	-2.205642024426647	0.7824500703414209	-1.423191954085226
3.175000000002276	-2.2105567602450398	0.7873647995720393	-1.4231919606730006
3.1800000000022863	-2.217891906163876	0.7946998961517444	-1.4231920100121318
3.185000000002297	-2.2256983010196665	0.8025062618093418	-1.4231920392103246
3.1900000000023074	-2.2321980253441494	0.8090059826039067	-1.423192042740243
3.195000000002318	-2.236615465956844	0.81342345521026	-1.4231920107465836
3.2000000000023285	-2.239231231303376	0.8160392299028948	-1.4231920014004813
3.205000000002339	-2.24086527309547	0.8176732873611051	-1.423191985734365
3.2100000000023496	-2.2423449753681926	0.819153010528174	-1.4231919648400184
3.21500000000236	-2.244191266193541	0.8209992946610799	-1.4231919715324608
3.2200000000023707	-2.246501655367069	0.823309666059989	-1.42319198930708
3.2250000000023813	-2.2489214945349216	0.8257294526217848	-1.4231920419131368
3.230000000002392	-2.250662826271182	0.8274707102265683	-1.4231921160446135
3.2350000000024024	-2.2506251445397654	0.8274330055073935	-1.4231921390323716
3.240000000002413	-2.2476634929240076	0.8244713095033142	-1.4231921834206935
3.2450000000024235	-2.2409535992231246	0.817761403867052	-1.4231921953560727
3.250000000002434	-2.2303043243656147	0.8071121326552979	-1.4231921917103165
3.2550000000024446	-2.2163624394952803	0.7931702901540402	-1.4231921493412403
3.260000000002455	-2.2006208103284255	0.7774287096204513	-1.423192100707974
3.2650000000024657	-2.1852217774435827	0.7620297366873819	-1.4231920407562006
3.2700000000024763	-2.172543815991531	0.7493518493837774	-1.4231919666077533
3.275000000002487	-2.1646486090584443	0.7414566860087487	-1.4231919230496954
3.2800000000024974	-2.1627541800819174	0.7395622657853435	-1.4231919142965743
3.285000000002508	-2.1670066192491566	0.7438147145813641	-1.4231919046677928
3.2900000000025185	-2.1765652790723284	0.7533733283235159	-1.4231919507488127
3.295000000002529	-2.189873680282292	0.7666816863265997	-1.4231919939556923
3.3000000000025396	-2.2049740153980277	0.7817819940761298	-1.4231920213218978
3.30500000000255	-2.219837652296286	0.7966455883340641	-1.423192063962222
3.3100000000025607	-2.2327157485588747	0.8095236450388051	-1.4231921035200694
3.3150000000025712	-2.242408378153007	0.819216264652277	-1.4231921135007297
3.3200000000025818	-2.2484051216902605	0.825213006743316	-1.4231921149469446
3.3250000000025923	-2.2508896157658724	0.8276975177225323	-1.4231920980433403
3.330000000002603	-2.2506718231949994	0.8274797477056006	-1.4231920754893985
3.3350000000026134	-2.249040598013879	0.8258485718515385	-1.42319202616234
3.340000000002624	-2.2475219938572506	0.8243300360642525	-1.4231919577929981
3.3450000000026345	-2.24756927673454	0.8243773554120363	-1.4231919213225042
3.350000000002645	-2.250202605517031	0.8270106760799204	-1.4231919294371107
3.3550000000026556	-2.255760213733854	0.8325682756439534	-1.4231919380899007
3.360000000002666	-2.2638350757910857	0.8406431185470967	-1.423191957243989
3.3650000000026767	-2.2733951864835693	0.8502032023154584	-1.423191984168111
3.3700000000026873	-2.2830166395581557	0.8598246298953973	-1.4231920096627584
3.375000000002698	-2.2911015844006433	0.8679095165319928	-1.4231920678686505
3.3800000000027084	-2.2959673369492655	0.8727752095588174	-1.4231921273904482
3.385000000002719	-2.2958343740221503	0.8726422005761103	-1.42319217344604
3.3900000000027295	-2.2888824414113373	0.8656901988135826	-1.4231922425977546
3.39500000000274	-2.2737895821343503	0.8505973120999184	-1.423192270034432
3.4000000000027506	-2.2511923916629697	0.8280002104708758	-1.4231921811920938
3.405000000002761	-2.2258423768418725	0.8026504247086592	-1.423191952133213
3.4100000000027717	-2.206970920834893	0.7837791965497728	-1.42319172428512
3.4150000000027823	-2.2032058938490118	0.7800141834898041	-1.4231917103592076
3.420000000002793	-2.214894131811858	0.7917021816639602	-1.4231919501478978
3.4250000000028034	-2.233746164665273	0.8105539854634624	-1.4231921792018107
3.430000000002814	-2.2504386480805474	0.8272463600236999	-1.4231922880568475
3.4350000000028245	-2.2602691264223767	0.8370768594128171	-1.4231922670095596
3.440000000002835	-2.2631790676055186	0.8399868833293976	-1.423192184276121
3.4450000000028456	-2.261450915445203	0.8382588197264863	-1.4231920957187167
3.450000000002856	-2.2577290334658215	0.8345369601980175	-1.423192073267804
3.4550000000028667	-2.2540255868647163	0.8308335156560592	-1.4231920712086572
3.460000000002877	-2.251567677440858	0.828375606148938	-1.4231920712919202
3.4650000000028878	-2.2510722307406255	0.827880168303378	-1.4231920624372476
3.4700000000028983	-2.2528842452968254	0.8296921660004462	-1.423192079296379
3.475000000002909	-2.2568761482574207	0.8336840625765106	-1.4231920856809104
3.4800000000029194	-2.262441787042333	0.8392496894165811	-1.423192097625752
3.48500000000293	-2.2687568444092854	0.8455647517039564	-1.423192092705329
3.4900000000029405	-2.2751213378087045	0.8519292401140665	-1.4231920976946377
3.495000000002951	-2.2811651769183796	0.8579731041973545	-1.423192072721025
3.5000000000029616	-2.2868564112970837	0.8636643396075714	-1.4231920716895126
3.505000000002972	-2.2924413814578206	0.8692493143237299	-1.4231920671340907
3.5100000000029827	-2.298398984639151	0.875206943845315	-1.4231920407938359
3.5150000000029933	-2.305357220079881	0.8821651840112268	-1.423192036068654
3.520000000003004	-2.3138771228325625	0.8906850985771215	-1.4231920242554412
3.5250000000030144	-2.324119763094457	0.9009276993678246	-1.4231920637266324
3.530000000003025	-2.3356065123536043	0.9124144149591299	-1.4231920973944745
3.5350000000030355	-2.3472238627896918	0.9240317016951297	-1.4231921610945621
3.540000000003046	-2.357549115881523	0.934356951400957	-1.423192164480566
3.5450000000030566	-2.3653184779309613	0.9421262888891468	-1.4231921890418147
3.550000000003067	-2.3698311219905124	0.9466389346549859	-1.4231921873355264
3.5550000000030777	-2.3711025087238498	0.9479103269790814	-1.4231921817447688
3.5600000000030882	-2.369715645849734	0.9465234729995216	-1.4231921728502124
3.565000000003099	-2.3664565762845022	0.9432644194806844	-1.4231921568038177
3.5700000000031094	-2.3619054356838673	0.9387132722201856	-1.4231921634636813
3.57500000000312	-2.3562354357253557	0.9330432605839327	-1.4231921751414227
3.5800000000031305	-2.349285131416396	0.9260929489195482	-1.423192182496848
3.585000000003141	-2.340815503817712	0.9176233089856146	-1.4231921948320974
3.5900000000031516	-2.3307235807113877	0.907531369172617	-1.423192211538771
3.595000000003162	-2.319161371604098	0.8959691605331505	-1.4231922110709474
3.6000000000031727	-2.3065689672314087	0.8833767704032277	-1.423192196828181
3.605000000003183	-2.293739188766641	0.8705469998019612	-1.4231921889646797
3.6100000000031938	-2.2819123416587614	0.8587202126439797	-1.4231921290147818
3.6150000000032043	-2.2727106168798525	0.8495185336795533	-1.4231920832002993
3.620000000003215	-2.2677648876224956	0.8445728304085606	-1.423192057213935
3.6250000000032254	-2.2679923695090096	0.8448003208570135	-1.423192048651996
3.630000000003236	-2.2730157433323974	0.8498236571013823	-1.423192086231015
3.6350000000032465	-2.2812505924727318	0.8580584604008618	-1.4231921320718697
3.640000000003257	-2.290584371069932	0.8673921812288232	-1.4231921898411088
3.6450000000032676	-2.299080409468481	0.8758881916369633	-1.4231922178315175
3.650000000003278	-2.3053080587163444	0.8821158249981584	-1.423192233718186
3.6550000000032887	-2.3083464034340038	0.8851541605049447	-1.423192242929059
3.6600000000032993	-2.307709907488325	0.8845176797441954	-1.4231922277441296
3.66500000000331	-2.3033326940929344	0.880140464430413	-1.4231922296625212
3.6700000000033204	-2.2955024180198182	0.8723102028955182	-1.4231922151243
3.675000000003331	-2.2846765060929313	0.861484298153188	-1.423192207939743
3.6800000000033415	-2.2713216584727265	0.8481294422052079	-1.4231922162675188
3.685000000003352	-2.2559990515878687	0.8328068252763308	-1.423192226311538
3.6900000000033626	-2.2397803278939508	0.8165881355658597	-1.4231921923280908
3.695000000003373	-2.2247305899944028	0.8015384706281233	-1.4231921193662793
3.7000000000033837	-2.213841146354394	0.7906491016585807	-1.423192044695813
3.7050000000033942	-2.2099407330256424	0.7867487001230217	-1.4231920329026209
3.710000000003405	-2.21404035797735	0.7908482590052208	-1.4231920989721294
3.7150000000034153	-2.224553355952881	0.8013611709932883	-1.423192184959593
3.720000000003426	-2.238190958876119	0.814998677984591	-1.4231922808915278
3.7250000000034365	-2.251708283903463	0.8285159338607418	-1.4231923500427213
3.730000000003447	-2.2630551007308184	0.8398627595739688	-1.4231923411568494
3.7350000000034576	-2.2714913528282508	0.848299019521805	-1.4231923333064458
3.740000000003468	-2.277090656047103	0.8538983524357989	-1.4231923036113039
3.7450000000034787	-2.2801965981581924	0.8570043065847048	-1.4231922915734876
3.750000000003489	-2.281094692539222	0.8579024259177918	-1.4231922666214303
3.7550000000034998	-2.279970957737421	0.8567786802499784	-1.4231922774874426
3.7600000000035103	-2.277070593636371	0.8538783149247241	-1.4231922787116469
3.765000000003521	-2.2728903199056827	0.8496980669667082	-1.4231922529389742
3.7700000000035314	-2.2682785669715337	0.8450863455133854	-1.4231922214581485
3.775000000003542	-2.264351364137842	0.8411591727336726	-1.4231921914041692
3.7800000000035525	-2.2622806021331945	0.8390884232914495	-1.4231921788417452
3.785000000003563	-2.2630037858115744	0.8398116184045675	-1.4231921674070072
3.7900000000035736	-2.266857767583575	0.8436655824231025	-1.4231921851604725
3.795000000003584	-2.2732878590152445	0.850095643205712	-1.4231922158095327
3.8000000000035947	-2.2808618930091757	0.8576696314599457	-1.4231922615492303
3.8050000000036053	-2.2877144921487913	0.8645221841132096	-1.4231923080355815
3.810000000003616	-2.2922099901742374	0.8690176608500587	-1.4231923293241788
3.8150000000036264	-2.293486455048017	0.8702941140940409	-1.4231923409539764
3.820000000003637	-2.291628137430267	0.8684358477823693	-1.4231922896478977
3.8250000000036475	-2.2874928470549794	0.8643006100511949	-1.4231922370037848
3.830000000003658	-2.2823501087911144	0.8591578471483694	-1.4231922616427448
3.8350000000036686	-2.277490259469795	0.854298035709829	-1.4231922237599661
3.840000000003679	-2.2739473894823887	0.8507551708821819	-1.4231922186002066
3.8450000000036897	-2.272351447205103	0.8491592580524946	-1.4231921891526085
3.8500000000037002	-2.2728535409129154	0.8496613512205929	-1.4231921896923223
3.855000000003711	-2.275106490911991	0.8519142614899131	-1.4231922294220778
3.8600000000037213	-2.2782820389920766	0.8550897979861037	-1.423192241005973
3.865000000003732	-2.281142405971899	0.8579501308031329	-1.4231922751687662
3.8700000000037424	-2.282248829997258	0.8590565070501331	-1.4231923229471248
3.875000000003753	-2.2803288992934445	0.8571365185059581	-1.4231923807874864
3.8800000000037635	-2.274669431014668	0.8514770446874128	-1.423192386327255
3.885000000003774	-2.26541121917342	0.8422188505602497	-1.4231923686131704
3.8900000000037847	-2.2535519240288786	0.8303595999208397	-1.4231923241080389
3.895000000003795	-2.2406648097340507	0.8174725526747101	-1.4231922570593405
3.9000000000038058	-2.22843015597442	0.805237929611119	-1.423192226363301
3.9050000000038163	-2.218166391130502	0.7949741753455281	-1.4231922157849737
3.910000000003827	-2.21042280584071	0.7872305991946262	-1.423192206646084
3.9150000000038374	-2.204686460253625	0.7814942104571468	-1.4231922497964782
3.920000000003848	-2.1994893427915545	0.7762970434145292	-1.4231922993770252
3.9250000000038585	-2.193076542933858	0.7698841987764777	-1.4231923441573804
3.930000000003869	-2.1843383932867737	0.7611460221394075	-1.4231923711473662
3.9350000000038796	-2.1734108351494457	0.7502185130798884	-1.4231923220695575
3.94000000000389	-2.161683320764595	0.7384910819316457	-1.4231922388329492
3.9450000000039007	-2.1512930900171043	0.7281009093896837	-1.423192180627421
3.9500000000039113	-2.1444283250342395	0.721236208000577	-1.4231921170336626
3.955000000003922	-2.1426542372893023	0.7194621486359708	-1.4231920886533314
3.9600000000039324	-2.1463994099295185	0.7232073067135414	-1.4231921032159773
3.965000000003943	-2.1548726982962223	0.7316805457027401	-1.423192152593482
3.9700000000039535	-2.166487127788561	0.7432949384908606	-1.4231921892977004
3.975000000003964	-2.1795535961613233	0.756361373490465	-1.4231922226708582
3.9800000000039746	-2.1928180389005245	0.769625798115054	-1.4231922407854705
3.985000000003985	-2.205653913717773	0.7824616831794114	-1.4231922305383613
3.9900000000039957	-2.217938978121397	0.7947467629168515	-1.423192215204545
3.9950000000040062	-2.229777229320905	0.8065850260359498	-1.4231922032849547
4.000000000004016	-2.241202188477056	0.8180100119342992	-1.4231921765427569
4.005000000004005	-2.2519583153278693	0.8287661012485715	-1.4231922140792976
4.010000000003993	-2.2614480309385554	0.8382557947503048	-1.4231922361882505
4.015000000003981	-2.268904833341518	0.8457125848018818	-1.4231922485396364
4.02000000000397	-2.2737523493060787	0.8505601472414526	-1.4231922020646264
4.025000000003958	-2.2760003871336756	0.8528082224018466	-1.423192164731829
4.030000000003946	-2.2765333834912793	0.8533412888076579	-1.4231920946836214
4.035000000003935	-2.2769800829142284	0.8537880178710104	-1.4231920650432182
4.040000000003923	-2.2790637628525805	0.855871714576662	-1.4231920482759188
4.0450000000039115	-2.2837339883074192	0.8605419408506596	-1.4231920474567596
4.0500000000039	-2.2906646547357927	0.8674725588954483	-1.4231920958403441
4.055000000003888	-2.2985354231827793	0.8753433019010654	-1.4231921212817138
4.0600000000038765	-2.305778708072554	0.8825865475663097	-1.4231921605062445
4.065000000003865	-2.311182110995607	0.8879899354106428	-1.4231921755849644
4.070000000003853	-2.3140410521817123	0.8908488894199705	-1.4231921627617419
4.0750000000038415	-2.3140145136054344	0.8908223511064038	-1.4231921624990305
4.08000000000383	-2.310976330184603	0.8877841558207292	-1.4231921743638736
4.085000000003818	-2.304992525091435	0.8818003678196925	-1.4231921572717428
4.090000000003807	-2.2964013120961444	0.8732091710231938	-1.4231921410729507
4.095000000003795	-2.2858965018749364	0.8627043770985545	-1.423192124776382
4.100000000003783	-2.2745380606193466	0.8513459518827147	-1.4231921087366322
4.105000000003772	-2.263669348408609	0.840477280094326	-1.423192068314283
4.11000000000376	-2.2547392512061015	0.831547221727368	-1.4231920294787335
4.115000000003748	-2.2490396519407487	0.8258476300319141	-1.4231920219088345
4.120000000003737	-2.247418866304049	0.8242268391785597	-1.4231920271254892
4.125000000003725	-2.2500197206425026	0.8268276736464313	-1.4231920469960713
4.130000000003713	-2.256153612730384	0.8329615156802475	-1.4231920970501364
4.135000000003702	-2.264394023122524	0.841201851906714	-1.42319217121581
4.14000000000369	-2.272847716222576	0.8496554984937704	-1.4231922177288054
4.145000000003678	-2.2795063631018535	0.856314106928107	-1.4231922561737462
4.150000000003667	-2.2825756730441564	0.8593833836653154	-1.4231922893788413
4.155000000003655	-2.280766267942072	0.8575739611682439	-1.423192306773828
