# t-t0	Cv	<r^2>
0.009999999999999995	1.984172917208368	0.0
0.009999999999999995	1.984172917208368	0.0
0.019999999999999934	2.006147567729025	0.0
0.019999999999999934	2.006147567729025	0.0
0.029999999999999874	2.061969638894266	0.0
0.029999999999999874	2.061969638894266	0.0
0.04000000000000012	2.155329044210012	0.0
0.04000000000000012	2.155329044210012	0.0
0.050000000000000405	2.2671325720593973	0.0
0.050000000000000405	2.2671325720593973	0.0
0.06000000000000069	2.3711722223777185	0.0
0.06000000000000069	2.3711722223777185	0.0
0.07000000000000098	2.453992567637729	0.0
0.07000000000000098	2.453992567637729	0.0
0.08000000000000126	2.515292407860738	0.0
0.08000000000000126	2.515292407860738	0.0
0.09000000000000155	2.559756963176558	0.0
0.09000000000000155	2.559756963176558	0.0
0.10000000000000184	2.5913286685924914	0.0
0.10000000000000184	2.5913286685924914	0.0
0.11000000000000212	2.6105284341764587	0.0
0.11000000000000212	2.6105284341764587	0.0
0.12000000000000241	2.613300366495537	0.0
0.12000000000000241	2.613300366495537	0.0
0.130000000000002	2.5911560180589857	0.0
0.130000000000002	2.5911560180589857	0.0
0.1400000000000009	2.5350816190257746	0.0
0.1400000000000009	2.5350816190257746	0.0
0.1499999999999998	2.446919486124454	0.0
0.1499999999999998	2.446919486124454	0.0
0.1599999999999987	2.352925104084785	0.0
0.1599999999999987	2.352925104084785	0.0
0.1699999999999976	2.29687390979837	0.0
0.1699999999999976	2.29687390979837	0.0
0.1799999999999965	2.3077527831444216	0.0
0.1799999999999965	2.3077527831444216	0.0
0.1899999999999954	2.3756704506497854	0.0
0.1899999999999954	2.3756704506497854	0.0
0.1999999999999943	2.462235611503851	0.0
0.1999999999999943	2.462235611503851	0.0
0.2099999999999932	2.53447049002437	0.0
0.2099999999999932	2.53447049002437	0.0
0.2199999999999921	2.5828161684925965	0.0
0.2199999999999921	2.5828161684925965	0.0
0.229999999999991	2.6137576596034524	0.0
0.229999999999991	2.6137576596034524	0.0
0.2399999999999899	2.6361545496590644	0.0
0.2399999999999899	2.6361545496590644	0.0
0.2499999999999888	2.651167278730494	0.0
0.2499999999999888	2.651167278730494	0.0
0.2599999999999877	2.649925126949152	0.0
0.2599999999999877	2.649925126949152	0.0
0.2699999999999866	2.6232277935624206	0.0
0.2699999999999866	2.6232277935624206	0.0
0.2799999999999855	2.5751960210967635	0.0
0.2799999999999855	2.5751960210967635	0.0
0.2899999999999844	2.5268289218208473	0.0
0.2899999999999844	2.5268289218208473	0.0
0.2999999999999833	2.501486859148344	0.0
0.2999999999999833	2.501486859148344	0.0
0.3099999999999822	2.505488492338775	0.0
0.3099999999999822	2.505488492338775	0.0
